Date,Actual,Predict
2022-06-23,0.00033568,0.00036322195
2022-06-24,0.00036738,0.00036648344
2022-06-25,0.00036752000000000003,0.0003809883
2022-06-26,0.00035903000000000004,0.00039117178
2022-06-27,0.00035332,0.00039194932
2022-06-28,0.00033743,0.0003874963
2022-06-29,0.00032940000000000004,0.0003771785
2022-06-30,0.00033202,0.00036671397
2022-07-01,0.00031397,0.00036026983
2022-07-02,0.00031549,0.00034972225
2022-07-03,0.00032144,0.00034160513
2022-07-04,0.00032858999999999997,0.00033666356
2022-07-05,0.00032335999999999997,0.00033537802
2022-07-07,-1.0,0.00032919878
2022-07-08,-1.0,0.00032732968
2022-07-09,-1.0,0.00032750287
2022-07-10,-1.0,0.00033023866
2022-07-11,-1.0,0.00033714355
